id,user1,listPV,user2,listArea,user3,listBudget,user4,listRoom,user5,listSquare,user6,listAge,user7,listTag,user8,detail,user9,appointment,agent,listPV0,listArea0,listBudget0,listRoom0,listSquare0,listAge0,listTag0,detail0,appointment0,tag
2662,3154479,4,,,,,,,,,,,,,3154267,6,,,,0,0,0,0,0,0,0,0,0,0
2663,3154513,55,,,,,,,,,,,,,3154269,4,,,,0,0,0,0,0,0,0,0,0,0
2664,3154560,10,,,,,,,,,,,,,3154280,23,,,,0,0,0,0,0,0,0,0,0,0
2665,3154575,1,,,,,,,,,,,,,3154348,4,,,,0,0,0,0,0,0,0,0,0,0
2666,3154637,23,,,,,,,,,,,,,3154479,2,,,,0,0,0,0,0,0,0,0,0,0
2667,3154717,1,,,,,,,,,,,,,3154513,80,,,,0,0,0,0,0,0,0,0,0,0
2668,3154853,1,,,,,,,,,,,,,3154527,11,,,,0,0,0,0,0,0,0,0,0,0
2669,3154866,3,,,,,,,,,,,,,3154560,2,,,,0,0,0,0,0,0,0,0,0,0
2670,3154874,25,,,,,,,,,,,,,3154575,1,,,,0,0,0,0,0,0,0,0,0,0
2671,3154933,7,,,,,,,,,,,,,3154637,34,,,,0,0,0,0,0,0,0,0,0,0
2672,3155026,1,,,,,,,,,,,,,3154866,5,,,,0,0,0,0,0,0,0,0,0,0
2673,3155037,1,,,,,,,,,,,,,3154874,28,,,,0,0,0,0,0,0,0,0,0,0
2674,3155107,3,,,,,,,,,,,,,3154933,1,,,,0,0,0,0,0,0,0,0,0,0
2675,3155136,1,,,,,,,,,,,,,3154937,3,,,,0,0,0,0,0,0,0,0,0,0
2676,3155252,11,,,,,,,,,,,,,3155026,2,,,,0,0,0,0,0,0,0,0,0,0
2677,3155274,14,,,,,,,,,,,,,3155230,2,,,,0,0,0,0,0,0,0,0,0,0
2678,3155293,70,,,,,,,,,,,,,3155274,29,,,,0,0,0,0,0,0,0,0,0,0
2679,3155333,17,,,,,,,,,,,,,3155293,81,,,,0,0,0,0,0,0,0,0,0,0
2680,3155374,36,,,,,,,,,,,,,3155306,2,,,,0,0,0,0,0,0,0,0,0,0
2681,3155412,7,,,,,,,,,,,,,3155333,16,,,,0,0,0,0,0,0,0,0,0,0
2682,3155490,1,,,,,,,,,,,,,3155374,1,,,,0,0,0,0,0,0,0,0,0,0
2683,3155560,1,,,,,,,,,,,,,3155412,29,,,,0,0,0,0,0,0,0,0,0,0
2684,3155566,18,,,,,,,,,,,,,3155490,1,,,,0,0,0,0,0,0,0,0,0,0
2685,3155607,2,,,,,,,,,,,,,3155560,5,,,,0,0,0,0,0,0,0,0,0,0
2686,3155651,1,,,,,,,,,,,,,3155566,9,,,,0,0,0,0,0,0,0,0,0,0
2687,3155692,3,,,,,,,,,,,,,3155607,2,,,,0,0,0,0,0,0,0,0,0,0
2688,3155695,3,,,,,,,,,,,,,3155692,2,,,,0,0,0,0,0,0,0,0,0,0
2689,3155816,1,,,,,,,,,,,,,3155773,1,,,,0,0,0,0,0,0,0,0,0,0
2690,3155856,1,,,,,,,,,,,,,3155816,1,,,,0,0,0,0,0,0,0,0,0,0
2691,3155999,4,,,,,,,,,,,,,3155999,13,,,,0,0,0,0,0,0,0,0,0,0
2692,3156012,3,,,,,,,,,,,,,3156012,3,,,,0,0,0,0,0,0,0,0,0,0
2693,3156093,1,,,,,,,,,,,,,3156093,1,,,,0,0,0,0,0,0,0,0,0,0
2694,3156281,38,,,,,,,,,,,,,3156115,3,,,,0,0,0,0,0,0,0,0,0,0
2695,3156396,13,,,,,,,,,,,,,3156213,13,,,,0,0,0,0,0,0,0,0,0,0
2696,3156454,6,,,,,,,,,,,,,3156281,33,,,,0,0,0,0,0,0,0,0,0,0
2697,3156583,1,,,,,,,,,,,,,3156365,3,,,,0,0,0,0,0,0,0,0,0,0
2698,3156720,4,,,,,,,,,,,,,3156396,3,,,,0,0,0,0,0,0,0,0,0,0
2699,3156776,1,,,,,,,,,,,,,3156454,16,,,,0,0,0,0,0,0,0,0,0,0
2700,3156783,3,,,,,,,,,,,,,3156504,24,,,,0,0,0,0,0,0,0,0,0,0
2701,3156882,7,,,,,,,,,,,,,3156507,3,,,,0,0,0,0,0,0,0,0,0,0
2702,3156910,3,,,,,,,,,,,,,3156583,2,,,,0,0,0,0,0,0,0,0,0,0
2703,3156945,3,,,,,,,,,,,,,3156720,5,,,,0,0,0,0,0,0,0,0,0,0
2704,3157084,4,,,,,,,,,,,,,3156776,1,,,,0,0,0,0,0,0,0,0,0,0
2705,3157095,2,,,,,,,,,,,,,3156873,1,,,,0,0,0,0,0,0,0,0,0,0
2706,3157159,158,,,,,,,,,,,,,3156882,97,,,,0,0,0,0,0,0,0,0,0,0
2707,3157168,3,,,,,,,,,,,,,3156910,1,,,,0,0,0,0,0,0,0,0,0,0
2708,3157188,14,,,,,,,,,,,,,3156945,1,,,,0,0,0,0,0,0,0,0,0,0
2709,3157216,13,,,,,,,,,,,,,3157084,1,,,,0,0,0,0,0,0,0,0,0,0
2710,3157262,16,,,,,,,,,,,,,3157095,1,,,,0,0,0,0,0,0,0,0,0,0
2711,3157365,3,,,,,,,,,,,,,3157159,70,,,,0,0,0,0,0,0,0,0,0,0
2712,3157442,46,,,,,,,,,,,,,3157168,62,,,,0,0,0,0,0,0,0,0,0,0
2713,3157615,1,,,,,,,,,,,,,3157188,5,,,,0,0,0,0,0,0,0,0,0,0
2714,3157631,2,,,,,,,,,,,,,3157216,24,,,,0,0,0,0,0,0,0,0,0,0
2715,3157636,7,,,,,,,,,,,,,3157262,18,,,,0,0,0,0,0,0,0,0,0,0
2716,3157650,1,,,,,,,,,,,,,3157365,2,,,,0,0,0,0,0,0,0,0,0,0
2717,3157872,20,,,,,,,,,,,,,3157416,1,,,,0,0,0,0,0,0,0,0,0,0
2718,3157950,2,,,,,,,,,,,,,3157442,18,,,,0,0,0,0,0,0,0,0,0,0
2719,3158197,34,,,,,,,,,,,,,3157528,1,,,,0,0,0,0,0,0,0,0,0,0
2720,3158227,1,,,,,,,,,,,,,3157596,2,,,,0,0,0,0,0,0,0,0,0,0
2721,3158280,65,,,,,,,,,,,,,3157611,2,,,,0,0,0,0,0,0,0,0,0,0
2722,3158329,1,,,,,,,,,,,,,3157631,1,,,,0,0,0,0,0,0,0,0,0,0
2723,3158368,4,,,,,,,,,,,,,3157636,5,,,,0,0,0,0,0,0,0,0,0,0
2724,3158465,41,,,,,,,,,,,,,3157650,2,,,,0,0,0,0,0,0,0,0,0,0
2725,3158510,3,,,,,,,,,,,,,3157666,2,,,,0,0,0,0,0,0,0,0,0,0
2726,3158578,4,,,,,,,,,,,,,3157872,8,,,,0,0,0,0,0,0,0,0,0,0
2727,3158611,2,,,,,,,,,,,,,3157905,8,,,,0,0,0,0,0,0,0,0,0,0
2728,3158615,5,,,,,,,,,,,,,3157950,3,,,,0,0,0,0,0,0,0,0,0,0
2729,3158647,1,,,,,,,,,,,,,3158197,26,,,,0,0,0,0,0,0,0,0,0,0
2730,3158649,12,,,,,,,,,,,,,3158265,5,,,,0,0,0,0,0,0,0,0,0,0
2731,3158765,2,,,,,,,,,,,,,3158280,45,,,,0,0,0,0,0,0,0,0,0,0
2732,3158845,42,,,,,,,,,,,,,3158329,2,,,,0,0,0,0,0,0,0,0,0,0
2733,3158856,8,,,,,,,,,,,,,3158368,13,,,,0,0,0,0,0,0,0,0,0,0
2734,3158862,37,,,,,,,,,,,,,3158465,38,,,,0,0,0,0,0,0,0,0,0,0
2735,3158908,86,,,,,,,,,,,,,3158578,1,,,,0,0,0,0,0,0,0,0,0,0
2736,3158927,6,,,,,,,,,,,,,3158611,2,,,,0,0,0,0,0,0,0,0,0,0
2737,3158980,18,,,,,,,,,,,,,3158615,64,,,,0,0,0,0,0,0,0,0,0,0
2738,3159111,8,,,,,,,,,,,,,3158647,5,,,,0,0,0,0,0,0,0,0,0,0
2739,3159154,4,,,,,,,,,,,,,3158649,5,,,,0,0,0,0,0,0,0,0,0,0
2740,3159295,11,,,,,,,,,,,,,3158662,1,,,,0,0,0,0,0,0,0,0,0,0
2741,3159344,1,,,,,,,,,,,,,3158765,1,,,,0,0,0,0,0,0,0,0,0,0
2742,3159377,1,,,,,,,,,,,,,3158845,62,,,,0,0,0,0,0,0,0,0,0,0
2743,3159530,1,,,,,,,,,,,,,3158856,4,,,,0,0,0,0,0,0,0,0,0,0
2744,3159581,10,,,,,,,,,,,,,3158862,15,,,,0,0,0,0,0,0,0,0,0,0
2745,3159721,8,,,,,,,,,,,,,3158908,6,,,,0,0,0,0,0,0,0,0,0,0
2746,3159965,4,,,,,,,,,,,,,3158914,3,,,,0,0,0,0,0,0,0,0,0,0
2747,3160093,1,,,,,,,,,,,,,3158927,6,,,,0,0,0,0,0,0,0,0,0,0
2748,3160107,2,,,,,,,,,,,,,3158980,9,,,,0,0,0,0,0,0,0,0,0,0
2749,3160190,1,,,,,,,,,,,,,3159111,50,,,,0,0,0,0,0,0,0,0,0,0
2750,3160287,6,,,,,,,,,,,,,3159154,1,,,,0,0,0,0,0,0,0,0,0,0
2751,3160308,13,,,,,,,,,,,,,3159530,3,,,,0,0,0,0,0,0,0,0,0,0
2752,3160316,16,,,,,,,,,,,,,3159581,1,,,,0,0,0,0,0,0,0,0,0,0
2753,3160340,1,,,,,,,,,,,,,3159614,21,,,,0,0,0,0,0,0,0,0,0,0
2754,3160557,20,,,,,,,,,,,,,3159721,17,,,,0,0,0,0,0,0,0,0,0,0
2755,3160603,1,,,,,,,,,,,,,3159899,10,,,,0,0,0,0,0,0,0,0,0,0
2756,3160623,16,,,,,,,,,,,,,3159965,2,,,,0,0,0,0,0,0,0,0,0,0
2757,3160625,2,,,,,,,,,,,,,3160107,1,,,,0,0,0,0,0,0,0,0,0,0
2758,3160662,8,,,,,,,,,,,,,3160190,1,,,,0,0,0,0,0,0,0,0,0,0
2759,3160708,29,,,,,,,,,,,,,3160308,7,,,,0,0,0,0,0,0,0,0,0,0
2760,3160796,1,,,,,,,,,,,,,3160316,2,,,,0,0,0,0,0,0,0,0,0,0
2761,3160812,15,,,,,,,,,,,,,3160340,5,,,,0,0,0,0,0,0,0,0,0,0
2762,3160827,7,,,,,,,,,,,,,3160557,13,,,,0,0,0,0,0,0,0,0,0,0
2763,3160844,54,,,,,,,,,,,,,3160603,5,,,,0,0,0,0,0,0,0,0,0,0
2764,3160871,8,,,,,,,,,,,,,3160623,142,,,,0,0,0,0,0,0,0,0,0,0
2765,3160952,22,,,,,,,,,,,,,3160625,2,,,,0,0,0,0,0,0,0,0,0,0
2766,3161113,2,,,,,,,,,,,,,3160657,6,,,,0,0,0,0,0,0,0,0,0,0
2767,3161136,3,,,,,,,,,,,,,3160662,18,,,,0,0,0,0,0,0,0,0,0,0
2768,3161542,2,,,,,,,,,,,,,3160679,14,,,,0,0,0,0,0,0,0,0,0,0
2769,3161577,10,,,,,,,,,,,,,3160708,1,,,,0,0,0,0,0,0,0,0,0,0
2770,3161594,8,,,,,,,,,,,,,3160737,2,,,,0,0,0,0,0,0,0,0,0,0
2771,3161698,1,,,,,,,,,,,,,3160812,6,,,,0,0,0,0,0,0,0,0,0,0
2772,3161750,1,,,,,,,,,,,,,3160844,36,,,,0,0,0,0,0,0,0,0,0,0
2773,3161809,2,,,,,,,,,,,,,3160871,36,,,,0,0,0,0,0,0,0,0,0,0
2774,3161819,8,,,,,,,,,,,,,3160932,1,,,,0,0,0,0,0,0,0,0,0,0
2775,3161880,14,,,,,,,,,,,,,3160952,46,,,,0,0,0,0,0,0,0,0,0,0
2776,3161894,8,,,,,,,,,,,,,3161113,2,,,,0,0,0,0,0,0,0,0,0,0
2777,3161955,21,,,,,,,,,,,,,3161136,52,,,,0,0,0,0,0,0,0,0,0,0
2778,3162012,1,,,,,,,,,,,,,3161542,1,,,,0,0,0,0,0,0,0,0,0,0
2779,3162243,12,,,,,,,,,,,,,3161577,11,,,,0,0,0,0,0,0,0,0,0,0
2780,3162246,1,,,,,,,,,,,,,3161594,13,,,,0,0,0,0,0,0,0,0,0,0
2781,3162337,2,,,,,,,,,,,,,3161608,1,,,,0,0,0,0,0,0,0,0,0,0
2782,3162371,1,,,,,,,,,,,,,3161695,2,,,,0,0,0,0,0,0,0,0,0,0
2783,3162409,52,,,,,,,,,,,,,3161698,14,,,,0,0,0,0,0,0,0,0,0,0
2784,3162427,7,,,,,,,,,,,,,3161722,1,,,,0,0,0,0,0,0,0,0,0,0
2785,3162569,1,,,,,,,,,,,,,3161790,1,,,,0,0,0,0,0,0,0,0,0,0
2786,3162607,37,,,,,,,,,,,,,3161809,2,,,,0,0,0,0,0,0,0,0,0,0
2787,3162707,5,,,,,,,,,,,,,3161819,3,,,,0,0,0,0,0,0,0,0,0,0
2788,3162751,3,,,,,,,,,,,,,3161880,21,,,,0,0,0,0,0,0,0,0,0,0
2789,3162797,1,,,,,,,,,,,,,3161894,3,,,,0,0,0,0,0,0,0,0,0,0
2790,3162801,51,,,,,,,,,,,,,3161955,4,,,,0,0,0,0,0,0,0,0,0,0
2791,3162954,64,,,,,,,,,,,,,3162243,17,,,,0,0,0,0,0,0,0,0,0,0
2792,3162957,1,,,,,,,,,,,,,3162337,4,,,,0,0,0,0,0,0,0,0,0,0
2793,3162984,22,,,,,,,,,,,,,3162409,22,,,,0,0,0,0,0,0,0,0,0,0
2794,3162987,1,,,,,,,,,,,,,3162427,2,,,,0,0,0,0,0,0,0,0,0,0
2795,3163031,1,,,,,,,,,,,,,3162607,88,,,,0,0,0,0,0,0,0,0,0,0
2796,3163269,17,,,,,,,,,,,,,3162707,23,,,,0,0,0,0,0,0,0,0,0,0
2797,3163375,26,,,,,,,,,,,,,3162751,21,,,,0,0,0,0,0,0,0,0,0,0
2798,3163399,8,,,,,,,,,,,,,3162797,1,,,,0,0,0,0,0,0,0,0,0,0
2799,3163417,15,,,,,,,,,,,,,3162801,26,,,,0,0,0,0,0,0,0,0,0,0
2800,3163432,4,,,,,,,,,,,,,3162954,58,,,,0,0,0,0,0,0,0,0,0,0
2801,3163520,9,,,,,,,,,,,,,3162957,1,,,,0,0,0,0,0,0,0,0,0,0
2802,3163681,1,,,,,,,,,,,,,3162984,47,,,,0,0,0,0,0,0,0,0,0,0
2803,3163852,13,,,,,,,,,,,,,3162987,1,,,,0,0,0,0,0,0,0,0,0,0
2804,3163924,2,,,,,,,,,,,,,3163269,5,,,,0,0,0,0,0,0,0,0,0,0
2805,3163953,18,,,,,,,,,,,,,3163295,2,,,,0,0,0,0,0,0,0,0,0,0
2806,3164320,32,,,,,,,,,,,,,3163347,7,,,,0,0,0,0,0,0,0,0,0,0
2807,3164407,25,,,,,,,,,,,,,3163375,11,,,,0,0,0,0,0,0,0,0,0,0
2808,3164414,14,,,,,,,,,,,,,3163399,4,,,,0,0,0,0,0,0,0,0,0,0
2809,3164458,2,,,,,,,,,,,,,3163422,15,,,,0,0,0,0,0,0,0,0,0,0
2810,3164513,2,,,,,,,,,,,,,3163432,1,,,,0,0,0,0,0,0,0,0,0,0
2811,3164549,5,,,,,,,,,,,,,3163520,12,,,,0,0,0,0,0,0,0,0,0,0
2812,3164620,99,,,,,,,,,,,,,3163551,4,,,,0,0,0,0,0,0,0,0,0,0
2813,3164623,4,,,,,,,,,,,,,3163681,8,,,,0,0,0,0,0,0,0,0,0,0
2814,3164655,1,,,,,,,,,,,,,3163827,1,,,,0,0,0,0,0,0,0,0,0,0
2815,3164739,2,,,,,,,,,,,,,3163852,6,,,,0,0,0,0,0,0,0,0,0,0
2816,3164755,62,,,,,,,,,,,,,3163908,13,,,,0,0,0,0,0,0,0,0,0,0
2817,3164991,5,,,,,,,,,,,,,3163924,6,,,,0,0,0,0,0,0,0,0,0,0
2818,3165114,38,,,,,,,,,,,,,3163953,27,,,,0,0,0,0,0,0,0,0,0,0
2819,3165140,1,,,,,,,,,,,,,3164320,12,,,,0,0,0,0,0,0,0,0,0,0
2820,3165217,14,,,,,,,,,,,,,3164407,15,,,,0,0,0,0,0,0,0,0,0,0
2821,3165268,4,,,,,,,,,,,,,3164414,3,,,,0,0,0,0,0,0,0,0,0,0
2822,3165421,1,,,,,,,,,,,,,3164549,5,,,,0,0,0,0,0,0,0,0,0,0
2823,3165427,24,,,,,,,,,,,,,3164620,143,,,,0,0,0,0,0,0,0,0,0,0
2824,3165496,2,,,,,,,,,,,,,3164623,1,,,,0,0,0,0,0,0,0,0,0,0
2825,3165555,1,,,,,,,,,,,,,3164725,1,,,,0,0,0,0,0,0,0,0,0,0
2826,3165627,1,,,,,,,,,,,,,3164755,16,,,,0,0,0,0,0,0,0,0,0,0
2827,3165691,9,,,,,,,,,,,,,3164861,20,,,,0,0,0,0,0,0,0,0,0,0
2828,3165697,52,,,,,,,,,,,,,3164894,1,,,,0,0,0,0,0,0,0,0,0,0
2829,3165729,9,,,,,,,,,,,,,3165114,60,,,,0,0,0,0,0,0,0,0,0,0
2830,3165733,1,,,,,,,,,,,,,3165140,6,,,,0,0,0,0,0,0,0,0,0,0
2831,3165877,18,,,,,,,,,,,,,3165217,26,,,,0,0,0,0,0,0,0,0,0,0
2832,3165998,4,,,,,,,,,,,,,3165268,9,,,,0,0,0,0,0,0,0,0,0,0
2833,3166024,2,,,,,,,,,,,,,3165421,12,,,,0,0,0,0,0,0,0,0,0,0
2834,3166154,37,,,,,,,,,,,,,3165496,2,,,,0,0,0,0,0,0,0,0,0,0
2835,3166280,8,,,,,,,,,,,,,3165559,1,,,,0,0,0,0,0,0,0,0,0,0
2836,3166329,8,,,,,,,,,,,,,3165572,29,,,,0,0,0,0,0,0,0,0,0,0
2837,3166603,6,,,,,,,,,,,,,3165655,6,,,,0,0,0,0,0,0,0,0,0,0
2838,3166772,1,,,,,,,,,,,,,3165670,1,,,,0,0,0,0,0,0,0,0,0,0
2839,3166774,8,,,,,,,,,,,,,3165691,22,,,,0,0,0,0,0,0,0,0,0,0
2840,3166803,1,,,,,,,,,,,,,3165697,59,,,,0,0,0,0,0,0,0,0,0,0
2841,3166829,1,,,,,,,,,,,,,3165729,50,,,,0,0,0,0,0,0,0,0,0,0
2842,3166837,28,,,,,,,,,,,,,3165776,26,,,,0,0,0,0,0,0,0,0,0,0
2843,3166843,3,,,,,,,,,,,,,3165877,4,,,,0,0,0,0,0,0,0,0,0,0
2844,3166987,11,,,,,,,,,,,,,3165998,4,,,,0,0,0,0,0,0,0,0,0,0
2845,3166990,17,,,,,,,,,,,,,3166024,2,,,,0,0,0,0,0,0,0,0,0,0
2846,3167030,24,,,,,,,,,,,,,3166138,23,,,,0,0,0,0,0,0,0,0,0,0
2847,3167031,1,,,,,,,,,,,,,3166154,93,,,,0,0,0,0,0,0,0,0,0,0
2848,3167090,3,,,,,,,,,,,,,3166329,13,,,,0,0,0,0,0,0,0,0,0,0
2849,3167097,16,,,,,,,,,,,,,3166591,6,,,,0,0,0,0,0,0,0,0,0,0
2850,3167129,1,,,,,,,,,,,,,3166603,2,,,,0,0,0,0,0,0,0,0,0,0
2851,3167166,4,,,,,,,,,,,,,3166638,6,,,,0,0,0,0,0,0,0,0,0,0
2852,3167232,19,,,,,,,,,,,,,3166670,1,,,,0,0,0,0,0,0,0,0,0,0
2853,3167284,6,,,,,,,,,,,,,3166774,11,,,,0,0,0,0,0,0,0,0,0,0
2854,3167303,66,,,,,,,,,,,,,3166803,8,,,,0,0,0,0,0,0,0,0,0,0
2855,3167771,4,,,,,,,,,,,,,3166837,10,,,,0,0,0,0,0,0,0,0,0,0
2856,3167794,8,,,,,,,,,,,,,3166843,2,,,,0,0,0,0,0,0,0,0,0,0
2857,3167952,1,,,,,,,,,,,,,3166987,26,,,,0,0,0,0,0,0,0,0,0,0
2858,3167954,2,,,,,,,,,,,,,3166990,41,,,,0,0,0,0,0,0,0,0,0,0
2859,3167978,22,,,,,,,,,,,,,3167030,27,,,,0,0,0,0,0,0,0,0,0,0
2860,3167996,25,,,,,,,,,,,,,3167050,1,,,,0,0,0,0,0,0,0,0,0,0
2861,3168025,48,,,,,,,,,,,,,3167090,1,,,,0,0,0,0,0,0,0,0,0,0
2862,3168031,14,,,,,,,,,,,,,3167097,6,,,,0,0,0,0,0,0,0,0,0,0
2863,3168111,1,,,,,,,,,,,,,3167099,1,,,,0,0,0,0,0,0,0,0,0,0
2864,3168117,30,,,,,,,,,,,,,3167129,2,,,,0,0,0,0,0,0,0,0,0,0
2865,3168133,9,,,,,,,,,,,,,3167166,2,,,,0,0,0,0,0,0,0,0,0,0
2866,3168143,3,,,,,,,,,,,,,3167232,22,,,,0,0,0,0,0,0,0,0,0,0
2867,3168193,5,,,,,,,,,,,,,3167247,1,,,,0,0,0,0,0,0,0,0,0,0
2868,3168207,21,,,,,,,,,,,,,3167284,3,,,,0,0,0,0,0,0,0,0,0,0
2869,3168246,1,,,,,,,,,,,,,3167303,149,,,,0,0,0,0,0,0,0,0,0,0
2870,3168250,1,,,,,,,,,,,,,3167351,6,,,,0,0,0,0,0,0,0,0,0,0
2871,3168264,2,,,,,,,,,,,,,3167771,14,,,,0,0,0,0,0,0,0,0,0,0
2872,3168301,3,,,,,,,,,,,,,3167794,6,,,,0,0,0,0,0,0,0,0,0,0
2873,3168369,18,,,,,,,,,,,,,3167888,1,,,,0,0,0,0,0,0,0,0,0,0
2874,3168402,1,,,,,,,,,,,,,3167952,4,,,,0,0,0,0,0,0,0,0,0,0
2875,3168435,3,,,,,,,,,,,,,3167978,15,,,,0,0,0,0,0,0,0,0,0,0
2876,3168630,3,,,,,,,,,,,,,3167996,17,,,,0,0,0,0,0,0,0,0,0,0
2877,3168736,13,,,,,,,,,,,,,3168025,82,,,,0,0,0,0,0,0,0,0,0,0
2878,3168816,20,,,,,,,,,,,,,3168031,8,,,,0,0,0,0,0,0,0,0,0,0
2879,3168893,8,,,,,,,,,,,,,3168117,49,,,,0,0,0,0,0,0,0,0,0,0
2880,3169079,3,,,,,,,,,,,,,3168133,29,,,,0,0,0,0,0,0,0,0,0,0
2881,3169413,6,,,,,,,,,,,,,3168143,1,,,,0,0,0,0,0,0,0,0,0,0
2882,3169448,6,,,,,,,,,,,,,3168193,2,,,,0,0,0,0,0,0,0,0,0,0
2883,3169509,9,,,,,,,,,,,,,3168207,14,,,,0,0,0,0,0,0,0,0,0,0
2884,3169619,32,,,,,,,,,,,,,3168222,1,,,,0,0,0,0,0,0,0,0,0,0
2885,3169648,9,,,,,,,,,,,,,3168246,1,,,,0,0,0,0,0,0,0,0,0,0
2886,3169702,5,,,,,,,,,,,,,3168250,7,,,,0,0,0,0,0,0,0,0,0,0
2887,3169703,30,,,,,,,,,,,,,3168264,8,,,,0,0,0,0,0,0,0,0,0,0
2888,3169755,5,,,,,,,,,,,,,3168317,2,,,,0,0,0,0,0,0,0,0,0,0
2889,3169857,19,,,,,,,,,,,,,3168338,2,,,,0,0,0,0,0,0,0,0,0,0
2890,3169911,12,,,,,,,,,,,,,3168369,36,,,,0,0,0,0,0,0,0,0,0,0
2891,3170196,3,,,,,,,,,,,,,3168542,1,,,,0,0,0,0,0,0,0,0,0,0
2892,3170255,1,,,,,,,,,,,,,3168630,3,,,,0,0,0,0,0,0,0,0,0,0
2893,3170395,31,,,,,,,,,,,,,3168736,53,,,,0,0,0,0,0,0,0,0,0,0
2894,3170435,5,,,,,,,,,,,,,3168816,23,,,,0,0,0,0,0,0,0,0,0,0
2895,3170489,17,,,,,,,,,,,,,3168893,5,,,,0,0,0,0,0,0,0,0,0,0
2896,3170605,1,,,,,,,,,,,,,3169079,2,,,,0,0,0,0,0,0,0,0,0,0
2897,3170701,1,,,,,,,,,,,,,3169125,1,,,,0,0,0,0,0,0,0,0,0,0
2898,3170775,1,,,,,,,,,,,,,3169214,1,,,,0,0,0,0,0,0,0,0,0,0
2899,3170806,32,,,,,,,,,,,,,3169378,2,,,,0,0,0,0,0,0,0,0,0,0
2900,3170922,2,,,,,,,,,,,,,3169448,5,,,,0,0,0,0,0,0,0,0,0,0
2901,3171210,9,,,,,,,,,,,,,3169619,42,,,,0,0,0,0,0,0,0,0,0,0
2902,3171244,3,,,,,,,,,,,,,3169648,2,,,,0,0,0,0,0,0,0,0,0,0
2903,3171266,1,,,,,,,,,,,,,3169702,1,,,,0,0,0,0,0,0,0,0,0,0
2904,3171635,2,,,,,,,,,,,,,3169703,31,,,,0,0,0,0,0,0,0,0,0,0
2905,3171659,9,,,,,,,,,,,,,3169755,5,,,,0,0,0,0,0,0,0,0,0,0
2906,3171680,3,,,,,,,,,,,,,3169857,11,,,,0,0,0,0,0,0,0,0,0,0
2907,3171695,28,,,,,,,,,,,,,3169933,2,,,,0,0,0,0,0,0,0,0,0,0
2908,3171729,7,,,,,,,,,,,,,3169971,1,,,,0,0,0,0,0,0,0,0,0,0
2909,3171763,8,,,,,,,,,,,,,3170018,5,,,,0,0,0,0,0,0,0,0,0,0
2910,3171785,46,,,,,,,,,,,,,3170054,3,,,,0,0,0,0,0,0,0,0,0,0
2911,3171813,10,,,,,,,,,,,,,3170255,1,,,,0,0,0,0,0,0,0,0,0,0
2912,3171820,8,,,,,,,,,,,,,3170353,1,,,,0,0,0,0,0,0,0,0,0,0
2913,3171919,1,,,,,,,,,,,,,3170395,16,,,,0,0,0,0,0,0,0,0,0,0
2914,3171954,8,,,,,,,,,,,,,3170435,117,,,,0,0,0,0,0,0,0,0,0,0
2915,3171983,8,,,,,,,,,,,,,3170476,3,,,,0,0,0,0,0,0,0,0,0,0
2916,3172006,3,,,,,,,,,,,,,3170489,14,,,,0,0,0,0,0,0,0,0,0,0
2917,3172041,17,,,,,,,,,,,,,3170544,5,,,,0,0,0,0,0,0,0,0,0,0
2918,3172050,76,,,,,,,,,,,,,3170806,9,,,,0,0,0,0,0,0,0,0,0,0
2919,3172099,4,,,,,,,,,,,,,3170876,8,,,,0,0,0,0,0,0,0,0,0,0
2920,3172374,4,,,,,,,,,,,,,3170922,13,,,,0,0,0,0,0,0,0,0,0,0
2921,3172601,12,,,,,,,,,,,,,3170969,2,,,,0,0,0,0,0,0,0,0,0,0
2922,3172881,8,,,,,,,,,,,,,3171210,1,,,,0,0,0,0,0,0,0,0,0,0
2923,3172924,2,,,,,,,,,,,,,3171650,1,,,,0,0,0,0,0,0,0,0,0,0
2924,3172976,2,,,,,,,,,,,,,3171659,17,,,,0,0,0,0,0,0,0,0,0,0
2925,3173005,30,,,,,,,,,,,,,3171661,2,,,,0,0,0,0,0,0,0,0,0,0
2926,3173018,3,,,,,,,,,,,,,3171679,1,,,,0,0,0,0,0,0,0,0,0,0
2927,3173122,1,,,,,,,,,,,,,3171680,3,,,,0,0,0,0,0,0,0,0,0,0
2928,3173137,1,,,,,,,,,,,,,3171695,47,,,,0,0,0,0,0,0,0,0,0,0
2929,3173142,16,,,,,,,,,,,,,3171729,65,,,,0,0,0,0,0,0,0,0,0,0
2930,3173146,24,,,,,,,,,,,,,3171763,3,,,,0,0,0,0,0,0,0,0,0,0
2931,3173172,18,,,,,,,,,,,,,3171785,23,,,,0,0,0,0,0,0,0,0,0,0
2932,3173449,5,,,,,,,,,,,,,3171813,1,,,,0,0,0,0,0,0,0,0,0,0
2933,3173458,7,,,,,,,,,,,,,3171820,5,,,,0,0,0,0,0,0,0,0,0,0
2934,3174186,2,,,,,,,,,,,,,3171954,8,,,,0,0,0,0,0,0,0,0,0,0
2935,3174315,25,,,,,,,,,,,,,3172006,2,,,,0,0,0,0,0,0,0,0,0,0
2936,3174473,1,,,,,,,,,,,,,3172041,19,,,,0,0,0,0,0,0,0,0,0,0
2937,3174489,1,,,,,,,,,,,,,3172050,143,,,,0,0,0,0,0,0,0,0,0,0
2938,3174629,36,,,,,,,,,,,,,3172099,4,,,,0,0,0,0,0,0,0,0,0,0
